Khanty_people	__people__ethnicity__languages_spoken	Khanty_Language
De_Man_Zonder_Hart	__film__film__genre	Black-and-white
Horse	__book__book_subject__works	Reining_in
Bill_Todman,_Jr.	__film__producer__films_executive_produced	Wild_Wild_West
Box_Elder_County	__location__us_county__hud_county_place	Willard
Barbara_Howes	__people__person__profession	Poet
Anand_L._Rai	__people__person__place_of_birth	Delhi
Ito	__soccer__football_player__position_s	Defender
Prem_Krishen	__people__person__nationality	India
Louie_Fant	__people__person__place_of_birth	Greenville
Abra_Catastrophe!	__film__film__genre	Fantasy
Green_Meadow	__location__hud_county_place__county	Broward_County
John_Illsley	__common__topic__notable_types	Musical_Artist
Paul_Garza	__people__person__profession	Voice_Actor
Ernst_Wilimowski	__people__person__place_of_birth	Katowice
Tania_Foster	__people__person__nationality	England
Dev_Anand	__film__director__film	Sau_Crore
The_Game	__music__album__release_type	Album
Kerala	__location__location__people_born_here	Rishi
Odilon_Redon	__people__person__place_of_birth	Bordeaux
Zakaria	__film__film__genre	Short_Film
Don_Knabe	__people__person__place_of_birth	Illinois
Hudson_Tonga'uiha	__people__person__gender	Male
Marvin_Hayes	__people__person__place_of_birth	Los_Angeles
The_Mask	__film__film__genre	Crime_Fiction
NovoDynamics	__business__business_operation__industry	Software_Engineering
Heavenly_Bodies	__film__film__genre	Romance_Film
Daniel_Burges	__people__person__gender	Male
Ljubljana	__location__location__people_born_here	Marlenka_Stupica
Polow_da_Don	__music__producer__releases_produced	Kelis_Was_Here
Bernie_Barker	__people__person__gender	Male
Now_You_Know	__film__film__genre	Romance_Film
Harvey_Bailey	__people__person__profession	Baseball_player
Suicide	__music__recording__releases	The_School_Bullies
Chris_Orozco	__people__person__gender	Male
Pierre_Bayle	__people__person__nationality	France
Idris_Muhammad	__people__person__gender	Male
(6872)_1993_CN1	__astronomy__astronomical_discovery__discoverer	Seiji_Ueda
Carl_Brandt	__music__artist__origin	Sacramento
Hugh_Quarshie	__people__person__ethnicity	Dutch_people
John_N._Hungerford	__people__person__gender	Male
Hound_Group	__biology__animal_breed__registered_with	Norwegian_Elkhound
Amiga	__cvg__cvg_platform__games	Zool
Ljubljana	__location__location__people_born_here	Rok_Petrovič
John_Lindsey	__people__person__profession	Baseball_player
Piers_Anthony	__freebase__valuenotation__is_reviewed	Place_of_birth
Cheetor	__common__topic__notable_types	Fictional_Character
Curtis_Gwinn	__people__person__gender	Male
Wake	__film__film__directed_by	Ellie_Kanner
Waltham_Abbey_Church	__location__location__containedby	United_Kingdom
Eduard_Gikayev	__soccer__football_player__position_s	Defender
Francine_Lehmann	__people__person__profession	Singer
Mauri_Kunnas	__people__person__nationality	Finland
Ulick_Burke	__people__person__place_of_birth	Loughrea
33044_Erikdavy	__astronomy__star_system_body__star_system	Solar_System
Michael_Coulter	__people__person__gender	Male
Ashley_Greene	__common__topic__notable_types	Celebrity
Luis_Musrri	__people__person__nationality	Chile
Hayato_Taya	__people__person__profession	Voice_Actor
Al_Di_Meola	__music__artist__album	Acoustic_Anthology
Michael_Lind	__freebase__valuenotation__is_reviewed	Date_of_birth
Beauvallet	__book__written_work__author	Georgette_Heyer
Castor	__astronomy__star_system__constellation	Gemini
Cult_Comedies	__media_common__netflix_genre__titles	Bottle_Rocket
Robert_C._Hughes	__people__person__profession	Screenwriter
Mario_Navarro	__people__person__gender	Male
Aurora	__music__release_track__release	Aurora
Angelo_DiGeorge	__people__person__gender	Male
River_Trent	__common__topic__notable_types	River
Kansuigyo	__music__album__release_type	Album
Thaikkupin_Tharam	__film__film__country	India
Gentle_Hawk	__music__album__album_content_type	Compilation_album
Bryant_McKinnie	__sports__sports_team__roster	Minnesota_Vikings
Prva_plovidba	__music__album__artist	Galija
Salisbury	__location__location__containedby	United_Kingdom
Kate_Harris	__people__person__profession	Playwright
Rebel_Souls	__music__album__album_content_type	Compilation_album
The_Radicals	__film__film__genre	Historical_drama
Michel_Legrand	__freebase__valuenotation__is_reviewed	Gender
Believe	__music__release_track__release	Greatest_Hits
Milton_Henry_Brown	__people__person__gender	Male
Doctor_in_Clover	__film__film__genre	Farce
Elin_Lanto	__music__artist__genre	Schlager_music
This_Morning	__tv__tv_program__country_of_origin	United_Kingdom
I'm_with_Lucy	__film__film__country	France
Kathleen_LaGue	__people__person__profession	Model
Cab_Ride	__film__film__genre	Short_Film
Screwball_comedy	__film__film_genre__films_in_this_genre	Overboard
Magic_bus	__book__written_work__subjects	India
Grigori_Ehrenburg	__people__person__gender	Male
Busted	__music__release_track__recording	Busted
Raúl_Zamudio	__people__person__profession	Curator
Imagine	__film__film__genre	Musical
Manuel_Ycaza	__people__person__gender	Male
Happy_Daze	__music__release__region	United_Kingdom
Richard_Hunt	__film__film_character__portrayed_in_films	Scooter
Arthur_Hailey	__people__person__profession	Screenwriter
Equatorial_Guinea	__location__location__people_born_here	Juan_Carlos_Ecomba
Active_listening	__type__object__type	Concerns_Profile
Phoenix	__music__release_track__recording	Phoenix
Steven_Zaillian	__film__writer__film	American_Gangster
Chuck_Mosley	__music__group_member__instruments_played	Guitar
The_Big_Submarine	__film__film__genre	Documentary_film
Franca	__location__location__people_born_here	Rosângela_Maldonado
Nicole	__music__recording__artist	Michel_Legrand
George_Knight	__baseball__baseball_player__position_s	Pitcher
Ljubljana	__location__location__people_born_here	Marko_Elsner
Polow_da_Don	__music__producer__releases_produced	Unpredictable
Heartbeat	__music__release__track	Russia
Egypt	__location__location__events	Caesar's_Civil_War
Free	__music__release_track__release	Free
Jody_Harris	__people__person__profession	Songwriter
Pentagram	__cvg__computer_videogame__cvg_genre	Isometric_projection
Ljubljana	__location__location__people_born_here	Boštjan_Cesar
West_End	__music__release_track__release	The_Running_Board
Molokai	__location__location__contains	Kalawao_County
Best_of_Jagjit_Singh	__music__album__artist	Jagjit_Singh
Kekal	__music__artist__genre	Progressive_metal
John_Gorman	__people__person__profession	Writer
Fencing	__common__topic__notable_types	Sport
Shawn_Alexander	__people__person__profession	Screenwriter
Greatest_Hits	__music__release__track	All_the_Small_Things
Liliopsida	__biology__organism_classification__higher_classification	Flowering_plant
Ljubljana	__location__location__people_born_here	Tjasa_Zeleznik
Jon_B.	__music__artist__album	B-Sides_Collection
Herb_Thomas	__people__person__profession	Baseball_player
Emotion	__music__recording__engineer	ATB
High_Hopes	__film__film__country	United_Kingdom
Marathon	__music__release_track__recording	Marathon
The_Best_of_a-ha	__music__album__artist	A-ha
Rab_Wilson	__people__person__nationality	Scotland
Azam_Ali	__music__group_member__instruments_played	Hammered_dulcimer
John_Jaha	__baseball__baseball_player__position_s	First_baseman
Fred_Newman	__people__person__gender	Male
Patricia_Clarkson	__award__award_nominee__award_nominations	Grant_Heslov
Gaby_Basset	__people__deceased_person__place_of_death	Neuilly-sur-Seine
Devil_May_Cry_3	__music__album__release_type	Album
Al_Di_Meola	__music__artist__album	This_Is_Jazz_31
The_Hits	__music__album__artist	Ace_of_Base
Alexander	__common__topic__notable_types	Film_character
Steel_Warriors	__music__album__album_content_type	Compilation_album
Marina_Oswald_Porter	__people__person__nationality	Soviet_Union
São_Nicolau	__location__location__containedby	Brazil
Alistair_Wells	__music__artist__track	Paris
Paul_Cox	__people__person__nationality	Netherlands
Dinu_Sararu	__people__person__profession	Screenwriter
David_Hewson	__book__author__book_editions_published	Solstice_(Oeb)
Tommy_Cassidy	__people__person__gender	Male
Gibraltar	__music__recording__artist	Geoff_Downes
Rosemary_A._Bailey	__people__person__nationality	England
Estonia	__location__location__containedby	Baltic_states
Theft_Under_the_Sun	__film__film__genre	Crime_Fiction
Charles_Belmont	__people__person__nationality	France
Leenthrop_Township	__location__location__containedby	Chippewa_County
Eve_Merriam	__freebase__valuenotation__is_reviewed	Place_of_death
Good_Health	__music__album__genre	Rock_music
Haloperidol_2_tablet	__medicine__drug_formulation__legal_status	Prescription_drug
The_Tatami_Galaxy	__base__animemanga__anime_title__anime_studio	Madhouse
Eddie_Vartan	__people__person__children	Michael_Vartan
Airbus_A310_MRTT	__aviation__aircraft_model__manufacturer	Airbus_Group
Mario_Fenech	__people__person__gender	Male
Kalifa_Cissé	__people__person__gender	Male
Sinai_Field_Mission	__film__film__genre	Documentary_film
Miles_Ahead	__music__release__region	Europe
Ljubljana	__location__location__people_born_here	Darko_Brljak
Durga_Jasraj	__people__person__nationality	India
Geoff_Crompton	__people__deceased_person__place_of_death	Tallahassee
Ian_Curtis	__music__group_member__instruments_played	Guitar
Memories,_Volume_1	__music__album__release_type	Album
Colorado	__music__release_track__recording	Colorado
Norteño	__music__album__release_type	Album
Andy_Horwitz	__people__person__profession	Film_Producer
Midland	__location__location__people_born_here	Wayne_King
The_Boy_Friend	__film__film__country	United_Kingdom
A_New_Kind_of_Love	__film__film__costume_design_by	Edith_Head
Abercrombie	__biology__organism__organism_type	Horse
Creggan,_Derry	__common__topic__notable_types	Location
Southfork_Ranch	__film__film_location__featured_in_films	Dallas:_J.R._Returns
Don_Was	__people__person__profession	Record_producer
Mike_Fenton	__people__person__profession	Film_Producer
The_Bandit	__music__album__release_type	Album
John_C._Floyd	__people__person__profession	Lawyer
Leading_Ladies	__music__album__artist	Bonnie_Langford
Shropshire	__location__location__contains	Abdon
Frank_Caliendo	__people__person__gender	Male
Disco_Not_Disco	__music__album__release_type	Album
Larry_Spiegel	__people__person__profession	Film_Producer
Dirty_Work	__common__topic__notable_types	Adaptation
Vows	__music__album__release_type	Album
Al_Zupek	__people__person__gender	Male
Trey_Fruge	__people__person__profession	Film_Producer
Matt_Roper	__people__person__nationality	United_Kingdom
PRL_structure	__common__image__appears_in_topic_gallery	Prolactin
Raju_Ananthaswamy	__people__person__gender	Male
Tom_Long	__people__person__profession	Baseball_player
Alexis_Cohen	__people__person__profession	Singer
Spider-Man_2	__award__award_nominee__award_nominations	Steve_Ditko
Shropshire	__location__location__contains	Atcham
Ljubljana	__location__location__people_born_here	Veno_Taufer
A_Far_Off_Place	__film__film__story_by	Laurens_van_der_Post
Piers_Anthony	__freebase__valuenotation__is_reviewed	Gender
Vojislav_Bjenjas	__people__person__gender	Male
Neil_Craske	__people__person__profession	Production_Designer
David_Simbo	__people__person__gender	Male
Westside_Connection	__music__artist__label	Lench_Mob_Records
Joseph_Berliner	__people__person__gender	Male
Pilot	__tv__tv_series_episode__series	L.A._Doctors
In_Silence	__music__album__genre	Gothic_rock
SBK:_Snowboard_Kids	__cvg__game_version__platform	Nintendo_DS
Katrine_Boorman	__people__person__parents	John_Boorman
Victor_Grinich	__people__person__gender	Male
Karl_Urban	__award__award_winner__awards_won	John_Noble
1964	__music__release_track__recording	1964
Symphonie_Nr._7	__music__album__artist	Vienna_Philharmonic
Haddon	__location__location__containedby	United_Kingdom
Waterloo	__music__recording__tracks	Waterloo
Ontario	__location__location__people_born_here	T_Lopez
Being_With_You	__music__recording__artist	Smokey_Robinson
Hartpury_College	__education__educational_institution__school_type	Further_education
Jane_Wilson-Howarth	__people__person__place_of_birth	Epsom
Patricia_Clarkson	__award__award_nominee__award_nominations	Michelle_Williams
Randy_Johnson	__people__person__gender	Male
Dave_Gans	__people__person__gender	Male
Bull_Dog	__biology__organism__sex	Male
Charley_Foy	__people__person__parents	Eddie_Foy,_Sr.
Triathlon	__olympics__olympic_participating_country__athletes	Chile
Dev_Anand	__people__person__profession	Film_Producer
CRU_Live	__music__release__format	Compact_disc
Payson	__location__location__people_born_here	Jewel
Shropshire	__location__location__contains	Yeaton
Eths	__music__artist__genre	Alternative_metal
Louisiana	__tv__tv_series_episode__next_episode	Tasmania
Jeremy_Leggett	__people__person__gender	Male
John_Napier	__people__person__gender	Male
Llorts	__common__topic__notable_types	City_Town_Village
Imperial_Doom	__music__album__release_type	Album
Live_in_New_York	__music__album__release_type	Album
Eric_Stanze	__people__person__profession	Cinematographer
Tatsfield	__location__location__containedby	United_Kingdom
Anna_Manahan	__people__person__profession	Voice_Actor
Kerala	__location__location__people_born_here	K_Hari_Kumar
Rudy_Perpich	__people__person__place_of_birth	Hibbing
Nora_Chesson	__people__person__profession	Writer
Lexington	__common__topic__notable_types	City_Town_Village
Ljubljana	__location__location__people_born_here	Slavko_Pregl
Melbourne	__common__topic__notable_types	City_Town_Village
Bunnell	__location__hud_county_place__place	Bunnell
If_Not_for_You	__music__recording__artist	Anthony_Warlow
Marvin_Yancy	__people__person__profession	Minister_of_religion
Greatest_Hits	__music__release__track	I_Miss_You
Blue	__music__release_track__recording	Blue
Justin_Ruggiano	__sports__sports_team__roster	Miami_Marlins
Hard_Times	__music__recording__artist	NOE
Peter_Mulvey	__people__person__profession	Singer
The_Bedroom_Sessions	__music__album__genre	Dance
Reminiscence	__music__release__track_list	Evolution
Robert_Kulhawy	__people__person__profession	Environmentalist
On_the_Run	__media_common__netflix_title__netflix_genres	Hong_Kong
Sister_Wynona_Carr	__people__person__place_of_birth	Cleveland
Duke_Nukem_Forever	__cvg__computer_videogame__versions	Duke_Nukem_Forever
The_Ice_Queen	__book__book__genre	Fiction
Cecil_Williams	__people__person__ethnicity	African_American
Empire_Maker	__base__thoroughbredracing__thoroughbred_racehorse__foal_if_this_horse_is_sire	Mushka
Kiddie_League	__film__film__genre	Short_Film
Mario_Reiter	__people__person__place_of_birth	Steyr
RCMP	__book__written_work__subjects	Police
